customer_unique_id,total_spent,num_orders
0a0a92112bd4c708ca5fde585afaa872,13664.08,1
da122df9eeddfedc1dc1f5349a1a690c,7571.63,2
763c8b1c9c68a0229c42c9fc6f662b93,7274.88,1
dc4802a71eae9be1dd28f5d788ceb526,6929.31,1
459bef486812aa25204be022145caa62,6922.21,1
