region_name,state_abbr,city_name,total_revenue,num_orders
North,TO,novo alegre,319.09000000000003,1
South,RS,arroio do tigre,319.0,2
South,SC,aguas frias,318.98,1
South,PR,porto rico,318.92,1
South,PR,rondon,318.86,2
North,PA,placas,318.58000000000004,2
Northeast,PE,poção,318.53000000000003,1
Northeast,PB,junco do seridó,318.41999999999996,2
Southeast,MG,são joão do oriente,318.11,2
Southeast,MG,delfinópolis,318.02,3
Southeast,SP,canitar,317.91999999999996,2
Southeast,MG,medeiros,317.7,2
Northeast,PE,flores,317.51,1
Northeast,MA,cândido mendes,316.58000000000004,1
Southeast,MG,laranjal,316.3,1
Northeast,MA,cajari,316.3,1
South,SC,sangao,316.25,3
South,PR,janiópolis,316.22,3
Northeast,BA,pau brasil,315.91999999999996,1
Northeast,AL,igreja nova,315.90999999999997,2
Northeast,PB,água branca,315.59000000000003,2
Northeast,SE,umbauba,315.39,3
Southeast,MG,luisburgo,314.57,2
Southeast,MG,cantagalo,314.4,2
Northeast,MA,sao vicente ferrer,314.37,1
Southeast,MG,dom vicoso,313.8,2
Northeast,MA,santa luzia,313.52,2
South,PR,pérola,313.31,2
Southeast,MG,campanário,313.29,2
Southeast,MG,icaraí de minas,313.03,2
Northeast,RN,areia branca,312.99,3
South,SC,sao pedro de alcantara,312.90999999999997,2
Southeast,MG,divinolândia de minas,312.82,5
Central-West,MT,são josé dos quatro marcos,312.23,2
South,PR,borrazopolis,312.23,2
Central-West,GO,doverlândia,311.87,2
Northeast,PE,buenos aires,311.83000000000004,2
Northeast,MA,mirinzal,311.65,3
South,RS,formigueiro,311.27,2
Southeast,MG,romaria,310.46,2
South,SC,ouro,310.25,1
Central-West,MS,paranhos,309.99,1
South,PR,cafeara,309.82,2
Northeast,BA,quixabeira,309.41999999999996,3
Northeast,AL,união dos palmares,309.25,1
Southeast,MG,campo do meio,309.08,4
Southeast,MG,carvalhópolis,308.84000000000003,3
Central-West,MS,ivinhema,308.82,3
Northeast,CE,iracema,308.77,2
Southeast,MG,alterosa,308.64,3
Southeast,MG,bonfim,308.55000000000007,4
Northeast,AL,batalha,308.1,3
Southeast,MG,piraúba,307.69000000000005,3
South,PR,diamante d'oeste,307.69,1
Northeast,BA,lencois,307.68,1
Southeast,RJ,nilopolis,307.47,2
Northeast,RN,sao jose do campestre,307.46,1
South,PR,altamira do parana,307.11,2
Northeast,CE,ipaumirim,307.10999999999996,1
South,SC,nova erechim,306.78,3
Northeast,BA,coracao de maria,306.06,1
Northeast,SE,pirambu,305.77,1
South,PR,serranopolis do iguacu,305.73,2
North,PA,sao joao de pirabas,305.33000000000004,2
Northeast,PE,cortês,305.32000000000005,2
Southeast,MG,araponga,305.13,2
Southeast,SP,águas de são pedro,304.03,2
Southeast,MG,santa helena de minas,303.63,2
Northeast,BA,sapeacu,303.47,2
Northeast,BA,itacare,303.27,1
Southeast,MG,monte alegre de minas,302.90999999999997,4
Northeast,RN,patu,302.87,3
Southeast,MG,pouso alto,302.81,3
South,SC,jabora,302.79,2
South,SC,riqueza,302.68,3
South,PR,santo antônio do caiuá,302.55,1
Southeast,SP,sete barras,302.52000000000004,4
Northeast,MA,presidente juscelino,302.46000000000004,1
Southeast,MG,goiabeira,302.27,2
South,RS,salto do jacuí,301.94,4
Northeast,BA,rio do antonio,301.75,2
South,RS,condor,301.46999999999997,4
Northeast,MA,bom jesus das selvas,301.41999999999996,2
Central-West,GO,leopoldo de bulhões,300.76,1
North,PA,porto trombetas,300.29,2
South,RS,boqueirão do leão,300.14,2
Northeast,PE,joão alfredo,300.07,3
Northeast,PE,são josé do belmonte,299.84000000000003,2
Northeast,CE,pentecoste,299.21000000000004,2
Northeast,AL,boca da mata,298.03,2
Northeast,AL,maravilha,297.54,2
Northeast,PE,triunfo,296.53,2
Southeast,MG,santana dos montes,296.46000000000004,2
Northeast,AL,sao jose da laje,296.36,2
Northeast,PB,livramento,295.98999999999995,1
Northeast,CE,uruoca,295.57000000000005,2
Northeast,PE,santa terezinha,295.52,1
Northeast,CE,catarina,295.29,3
Northeast,PE,moreilândia,295.12,2
South,PR,itaipulandia,294.59999999999997,6
Northeast,RN,japi,294.19,1
Northeast,BA,crisopolis,293.57,4
Northeast,BA,angical,293.5,1
Southeast,SP,santo expedito,293.46,1
Southeast,SP,américo de campos,293.35999999999996,1
Central-West,GO,paranaiguara,293.34999999999997,3
Northeast,BA,palmeiras,292.3,2
South,PR,itambe,292.28,1
Southeast,SP,campina do monte alegre,291.99,2
Northeast,PI,barras,291.68,3
Central-West,DF,candangolandia,291.34000000000003,3
Northeast,CE,miraima,291.3,2
South,RS,tuparendi,291.12,2
Northeast,BA,rio de contas,290.72,3
South,RS,parai,290.6,3
Northeast,PE,sao jose da coroa grande,289.78999999999996,2
Southeast,MG,rubim,289.48,3
Southeast,MG,santo antonio do itambe,289.46999999999997,3
South,SC,armazem,289.35,2
Northeast,CE,ibiapina,289.34,3
Northeast,SE,itabaianinha,289.33,2
Southeast,SP,mendonca,289.08000000000004,4
Northeast,RN,barauna,288.37,1
Northeast,CE,milhã,288.29999999999995,2
Southeast,SP,ipiguá,287.65999999999997,2
Southeast,ES,irupi,287.63,2
Southeast,SP,manduri,287.21,3
Northeast,MA,chapadinha,287.06,3
Northeast,BA,buritirama,286.11,2
Central-West,MT,tabaporã,286.07000000000005,2
Southeast,MG,merces,285.82,4
Northeast,BA,mucugê,285.74,1
Southeast,MG,caiana,285.61,3
Northeast,AL,santana do ipanema,285.45,1
Southeast,RJ,são josé do turvo,285.36,3
Northeast,PB,uirauna,285.36,1
Central-West,GO,alto horizonte,285.15,2
South,PR,guamiranga,284.89,1
Northeast,BA,olindina,284.41,3
Southeast,SP,gastao vidigal,283.72,3
South,RS,glorinha,283.3,2
Southeast,MG,vargem alegre,283.15,2
South,RS,aceguá,282.39,2
Southeast,ES,presidente kennedy,282.31,2
South,RS,monte alverne,282.01,1
South,SC,agronômica,281.5,2
Southeast,MG,santana do manhuaçu,281.44,3
Northeast,PE,sao vicente ferrer,281.39,2
Southeast,MG,cocais,281.3,1
Southeast,MG,novo oriente de minas,281.0,1
Southeast,SP,sarapuí,280.89,2
South,RS,minas do leao,280.72,1
Southeast,MG,carmésia,280.63,1
Southeast,SP,santa ernestina,280.13,2
Southeast,SP,trabiju,279.91,1
South,SC,irineopolis,279.87,4
Southeast,SP,potim,279.84000000000003,2
Southeast,MG,cristiano otoni,279.38,2
Central-West,MT,feliz natal,279.38,1
Central-West,DF,núcleo bandeirante,278.98,3
Central-West,MT,porto esperidião,278.83000000000004,2
Northeast,BA,itanhem,278.65999999999997,1
Southeast,MG,alto rio doce,278.54999999999995,4
Southeast,MG,varzelândia,277.9,3
Southeast,MG,chaveslandia,277.51,2
South,PR,salto do itarare,276.46999999999997,1
Southeast,MG,resende costa,276.09000000000003,3
South,RS,ametista do sul,275.51,2
Northeast,RN,galinhos,275.48,1
Southeast,MG,alto jequitiba,275.42999999999995,3
Southeast,MG,santo antônio do grama,275.36,2
Northeast,SE,nossa senhora da gloria,274.72,2
Central-West,GO,nazário,274.39,2
Northeast,RN,tenente ananias,273.92,1
North,TO,silvanopolis,273.88,1
South,RS,tavares,273.62,1
Northeast,PI,luzilândia,273.01,3
Northeast,PE,quipapa,272.99,1
Central-West,MT,nova olímpia,272.03999999999996,2
South,SC,paulo lopes,271.66,2
South,PR,sao tome,271.55,2
Southeast,MG,pimenta,271.26,2
Northeast,PB,puxinana,271.03,1
North,PA,sao domingos do araguaia,270.65,1
South,RS,muliterno,270.45,1
Southeast,SP,luiziania,270.23,3
South,SC,grao para,269.93,3
Southeast,SP,santa mercedes,269.57,2
Northeast,CE,parambu,269.22,4
Southeast,MG,itamogi,269.03000000000003,2
Northeast,PE,bodocó,269.03000000000003,2
Northeast,PE,rio formoso,268.93,2
Southeast,SP,espírito santo do turvo,268.84,2
Northeast,SE,brejo grande,268.84,1
Northeast,PE,riacho das almas,268.77,2
Southeast,SP,irapua,268.14,4
Central-West,MS,aquidauana,268.09000000000003,4
South,PR,santo antonio do sudoeste,268.07,3
Northeast,BA,quijingue,268.06,2
Northeast,PE,terra nova,267.93,1
Northeast,BA,itaguaçu da bahia,267.89,1
South,RS,ibiraiaras,267.71,2
Central-West,GO,diorama,266.92,2
South,PR,mercedes,266.38,2
Northeast,BA,são félix do coribe,266.06,1
Northeast,CE,carnaubal,265.88,2
Southeast,MG,luizlandia do oeste,265.31,2
South,PR,boa vista da aparecida,264.63,4
North,PA,sao sebastiao da boa vista,264.6,2
Northeast,SE,tobias barreto,264.52,2
South,RS,rodeio bonito,264.44,2
South,RS,vale real,264.34,3
Northeast,BA,itapitanga,264.09000000000003,3
Southeast,MG,descoberto,264.02,3
North,TO,alianca do tocantins,264.0,2
Northeast,PI,campo alegre do fidalgo,263.94,1
Central-West,GO,padre bernardo,263.69,4
Southeast,SP,cabralia paulista,263.31,4
Northeast,SE,itaporanga d'ajuda,263.24,1
South,SC,timbé do sul,262.92,3
Southeast,MG,jampruca,262.83,1
South,SC,meleiro,262.78999999999996,3
Central-West,MS,corguinho,262.66999999999996,2
South,RS,osvaldo kroeff,262.16,1
South,SC,ibicare,262.09000000000003,2
Southeast,MG,santa cruz de salinas,261.72,2
Northeast,MA,mata roma,260.90999999999997,2
Southeast,SP,são josé do barreiro,260.89,3
Northeast,BA,teolândia,260.77,4
Southeast,MG,alpercata,260.77,2
South,RS,sarandi,260.38,5
South,RS,manoel viana,260.36,3
Southeast,MG,frei lagonegro,260.34000000000003,1
North,PA,novo repartimento,260.16,2
South,RS,colorado,259.8,3
Northeast,MA,alto alegre do pindare,259.56,1
Central-West,MS,agua clara,259.17,2
Northeast,SE,macambira,259.15,1
Northeast,BA,santana,258.77,3
Northeast,CE,são luís do curu,258.71,2
South,PR,paraíso do norte,258.69,3
Northeast,BA,itapé,258.56,1
South,SC,turvo,258.53,4
Northeast,PB,sao jose dos cordeiros,258.03,1
Northeast,BA,belo campo,257.64,3
Northeast,PI,redencao do gurgueia,257.56,1
Southeast,SP,mineiros do tiete,257.34,3
Northeast,BA,uruçuca,257.27,2
Northeast,SE,neópolis,257.1,1
Southeast,SP,aparecida de são manuel,256.78999999999996,2
Central-West,GO,corumbaiba,256.46999999999997,4
Southeast,MG,coronel murta,255.84,1
Southeast,MG,sao sebastiao do maranhao,255.20999999999998,3
Southeast,SP,ilha comprida,254.85,3
Northeast,BA,planaltino,254.44,1
South,PR,ipora,254.26,2
North,TO,arraias,254.23000000000002,2
Southeast,MG,sao miguel do anta,254.08999999999997,1
North,TO,pequizeiro,253.98000000000002,1
Southeast,MG,sericita,253.62,2
Northeast,PE,buíque,253.09,1
Central-West,MT,jaciara,252.88,3
South,RS,ciriaco,252.74,1
South,RS,nonoai,252.67,2
Northeast,PI,novo oriente do piauí,252.57,2
Northeast,MA,guimaraes,252.11,1
South,RS,boa vista do burica,252.09,1
South,RS,ararica,252.0,2
Southeast,SP,guapiara,251.95,3
South,PR,nova laranjeiras,251.59,1
Northeast,MA,carutapera,251.23000000000002,2
Southeast,MG,prados,250.95000000000002,3
South,SC,trombudo central,250.85999999999999,4
Central-West,DF,sobradinho,250.57999999999998,3
South,PR,wenceslau braz,250.51,2
Northeast,RN,martins,250.31,2
South,PR,cerro azul,250.18,4
Southeast,SP,rubiácea,250.15,2
South,PR,lunardelli,250.07999999999998,2
Southeast,SP,santo antonio da alegria,250.03,3
Southeast,SP,queluz,249.9,2
Northeast,BA,caraíbas,249.8,1
Southeast,MG,cristais,249.61,3
Central-West,MT,união do sul,249.2,1
South,PR,lupionopolis,248.77,2
North,AC,manoel urbano,248.71,1
Central-West,MS,itaporã,248.44,3
Southeast,MG,leandro ferreira,248.10000000000002,2
South,SC,passos maia,248.1,2
Southeast,SP,ribeira,248.02999999999997,3
Northeast,CE,mombaça,247.98000000000002,1
Northeast,BA,riachao das neves,247.76999999999998,2
Southeast,MG,são josé do goiabal,247.67,2
Central-West,GO,aragarças,247.60000000000002,3
North,PA,oeiras do pará,247.45999999999998,2
Northeast,BA,conceição do jacuípe,247.07999999999998,3
Southeast,MG,guaraciaba,246.93,2
Northeast,BA,presidente dutra,246.62,3
Southeast,MG,mamonas,246.36,1
Southeast,RJ,portela,246.26,1
South,SC,antonio carlos,245.94,2
Southeast,MG,imbe de minas,245.81,2
Central-West,MT,carlinda,245.67000000000002,2
North,PA,santa barbara do para,245.45,1
South,RS,ajuricaba,245.37,2
Southeast,MG,alvarenga,245.10999999999999,2
South,PR,bom jesus do sul,245.10000000000002,1
Southeast,MG,diogo de vasconcelos,244.70999999999998,2
Northeast,CE,irauçuba,244.13,2
Central-West,MT,curvelandia,243.78,1
Northeast,BA,pindobacu,243.72,3
Southeast,MG,jequitaí,243.3,2
North,PA,ipixuna do pará,242.99,2
North,AM,urucurituba,242.94,2
Northeast,RN,guamare,242.64,2
North,TO,couto de magalhaes,242.63,2
South,RS,progresso,242.59,1
Southeast,SP,mirante do paranapanema,242.49,3
South,SC,quilombo,240.79,4
Northeast,RN,ielmo marinho,240.32,2
Central-West,GO,campo alegre de goias,240.27,2
Northeast,BA,sao domingos,239.44,3
Southeast,MG,capetinga,239.37,2
Southeast,SP,coroados,239.34,2
Northeast,CE,deputado irapuan pinheiro,239.0,2
Southeast,MG,bueno brandao,238.32999999999998,4
Central-West,DF,guara,237.96,2
Central-West,GO,palminopolis,237.94,1
South,RS,herval,237.65,2
Central-West,MT,santo antônio do leste,237.55,1
South,RS,santo expedito do sul,237.54000000000002,1
South,RS,gramado dos loureiros,237.54000000000002,1
Southeast,SP,flora rica,237.26,1
South,RS,roca sales,237.16000000000003,2
South,PR,enéas marques,237.14999999999998,4
Northeast,BA,jaguaquara,237.14000000000001,2
Northeast,BA,teofilândia,236.92,3
South,RS,três arroios,236.8,3
Northeast,CE,carire,236.28,3
Southeast,RJ,laje do muriae,235.28,1
North,RO,cabixi,234.5,1
South,PR,nova cantu,234.31,2
Northeast,BA,serra dourada,234.2,2
Northeast,RN,lagoa de velhos,234.19,1
South,RS,morro redondo,233.66,1
Northeast,PB,areia,233.46,2
South,PR,tunas do paraná,233.3,2
Southeast,MG,rio preto,233.2,4
Northeast,BA,canudos,232.89000000000001,1
Southeast,MG,serra bonita,232.82,1
South,SC,santa rosa de lima,232.79000000000002,3
Southeast,MG,divisa alegre,232.35000000000002,2
South,PR,flor da serra do sul,232.06,2
South,RS,novo barreiro,232.03000000000003,2
South,RS,ilopolis,231.58,3
South,PR,doutor camargo,230.63,1
Northeast,BA,xique-xique,230.56,3
South,SC,witmarsum,230.35000000000002,3
Northeast,BA,cipo,230.12,1
Northeast,MA,satubinha,229.96999999999997,2
Northeast,MA,buriti,229.91,1
Southeast,SP,zacarias,229.85,2
Northeast,SE,telha,229.65,1
South,PR,são joão do ivaí,229.56,2
Central-West,GO,cumari,229.51,2
North,TO,goianorte,229.5,2
South,RS,ipê,229.22000000000003,2
Southeast,MG,ressaquinha,229.07,1
Southeast,SP,alambari,228.94,3
Northeast,BA,saubara,228.60000000000002,1
Northeast,RN,ipueira,228.57,1
Southeast,MG,sao joao da mata,228.39,2
Central-West,GO,cavalcante,228.07,2
Southeast,MG,senador amaral,228.0,2
Southeast,SP,avaí,227.96,1
South,RS,agua santa,227.59000000000003,2
South,PR,capitão leônidas marques,227.25,2
Southeast,SP,alvares florence,227.23,2
Central-West,MT,nova canaa do norte,227.15,3
Southeast,MG,morro da garca,227.14,1
Northeast,AL,barra de sao miguel,226.64000000000001,2
South,RS,mato leitão,226.59000000000003,2
Southeast,MG,chácara,226.28,2
Northeast,CE,erere,226.23,1
Northeast,BA,são josé da vitória,225.76000000000002,2
Northeast,PB,picuí,225.61,2
Northeast,BA,dario meira,225.26,2
Southeast,SP,floreal,225.0,2
Northeast,RN,francisco dantas,224.78,1
Northeast,BA,abaré,224.73,2
Northeast,MA,araguana,224.07,1
Southeast,SP,lourdes,223.84,2
Northeast,PE,calcado,223.54,1
Southeast,MG,pocrane,223.12,3
Northeast,BA,irará,222.82,2
South,RS,david canabarro,222.77,2
Northeast,BA,muritiba,222.63,1
South,PR,paranacity,222.60000000000002,3
Northeast,BA,aramari,222.56,2
Southeast,SP,poloni,222.41000000000003,3
South,RS,cerro grande do sul,222.36,2
Northeast,CE,pacoti,222.29000000000002,2
Southeast,MG,berizal,221.98000000000002,1
Northeast,RN,alexandria,221.92,2
Northeast,SE,boquim,221.82,1
Central-West,GO,alvorada do norte,221.72,3
Northeast,PE,correntes,221.59,1
Southeast,MG,bh,221.27,2
South,RS,santo antonio do planalto,221.07,1
Northeast,BA,são miguel das matas,221.0,1
Southeast,MG,azurita,220.85000000000002,3
Northeast,PB,fagundes,220.74,1
Southeast,SP,herculandia,220.64,3
Northeast,SE,japoata,220.60000000000002,1
Central-West,MT,cotriguacu,220.48,2
Southeast,MG,montezuma,220.35,2
South,PR,abatiá,220.19,3
South,PR,salgado filho,219.94,3
Southeast,SP,santa rita d oeste,219.73000000000002,3
Northeast,MA,sao domingos do maranhao,219.51,2
Central-West,GO,hidrolina,218.95999999999998,2
Southeast,MG,tiros,218.65999999999997,3
Southeast,MG,bom jesus do amparo,218.54,1
Northeast,BA,ibiassucê,218.42000000000002,2
South,SC,santa rosa do sul,218.27,1
South,PR,clevelândia,218.19,3
Central-West,GO,mara rosa,218.17000000000002,2
Northeast,BA,america dourada,217.92000000000002,1
Northeast,SE,general maynard,217.85,1
Northeast,MA,parnarama,217.82,1
South,SC,xavantina,217.70999999999998,2
Southeast,SP,galia,217.64,1
Southeast,MG,santa rita do ibitipoca,216.81,2
Southeast,MG,são gonçalo do abaeté,216.48,2
Central-West,MS,vicentina,216.07,1
Northeast,CE,tururu,215.6,1
Southeast,MG,andrequice,215.14,1
Southeast,MG,macuco de minas,215.14,1
South,RS,capao da porteira,215.13,2
Central-West,MT,gaucha do norte,214.94000000000003,2
Southeast,MG,cachoeira da prata,214.43,2
South,RS,fontoura xavier,214.16,1
Southeast,MG,moema,214.12,1
Northeast,MA,pocao de pedras,214.05,1
South,SC,rio das antas,213.78,2
Northeast,CE,frecheirinha,213.71,2
Southeast,SP,mira estrela,213.56,1
Northeast,PI,baixa grande do ribeiro,213.47,1
Northeast,PI,agua branca,213.41,2
Southeast,SP,são joão de iracema,213.38,3
South,RS,bossoroca,213.34,1
Northeast,BA,jussari,213.19,2
Southeast,MG,ritápolis,212.32999999999998,3
Southeast,MG,fruta de leite,212.16,2
Northeast,PE,jatauba,212.12,2
Southeast,MG,cachoeira do brumado,211.17000000000002,1
South,PR,chopinzinho,211.14,4
South,RS,campina das missões,211.0,2
Southeast,SP,estrela do norte,210.76999999999998,3
Central-West,MT,nortelandia,210.64000000000001,1
Southeast,MG,sao roque de minas,210.54000000000002,2
Northeast,PE,panelas,210.49,2
Southeast,SP,rinópolis,210.49,3
Southeast,MG,guape,210.48000000000002,1
Northeast,MA,pastos bons,210.22,2
Southeast,MG,ladainha,210.20999999999998,2
Northeast,BA,ubatã,210.18,1
Northeast,BA,nova canaã,210.07999999999998,2
South,PR,ventania,209.88,3
Southeast,SP,nova campina,209.51999999999998,2
Northeast,PI,isaías coelho,209.46,1
South,RS,jaguari,209.34,3
South,PR,espigão alto do iguaçu,209.32,2
Southeast,MG,bugre,209.3,1
Central-West,MT,rio branco,209.17000000000002,4
Southeast,MG,inconfidentes,208.97,2
Northeast,PE,macaparana,208.71,2
South,SC,sao bernardino,208.48000000000002,1
South,PR,sao jose dos pinhais,208.42000000000002,1
Southeast,ES,celina,208.23,2
Southeast,MG,acaiaca,207.9,2
South,RS,maquine,207.39999999999998,1
Central-West,GO,matrinchã,207.18,2
South,RS,salvador do sul,206.99,1
Southeast,MG,santana do deserto,206.99,1
Central-West,GO,carmo do rio verde,206.32,2
South,RS,maçambará,205.72,2
Southeast,SP,engenheiro balduíno,205.54,1
Northeast,CE,fortim,205.53,1
Northeast,RN,lagoa nova,205.2,2
Northeast,PB,pedras de fogo,204.63,2
Northeast,AL,lagoa da canoa,204.53,1
Southeast,MG,arantina,204.41,1
Northeast,BA,apuarema,204.38,1
North,PA,mãe do rio,203.61,2
Northeast,AL,monteiropolis,203.43,1
Northeast,RN,sao jose do serido,203.31,1
Central-West,GO,cocalzinho de goiás,203.08,1
Northeast,BA,abaíra,203.0,2
North,RO,guajará-mirim,202.85,3
South,SC,belmonte,202.5,1
Southeast,SP,aguas de santa barbara,202.03,3
Northeast,CE,saboeiro,201.83,1
South,PR,palmital,201.75,1
Southeast,MG,ataleia,200.69,2
South,PR,alto alegre,200.69,2
Southeast,MG,luz,200.53,2
Northeast,AL,porto de pedras,200.35,1
Southeast,MG,ribeiro junqueira,200.32999999999998,1
Southeast,MG,urucania,200.32999999999998,1
Northeast,CE,quixelo,200.25,2
Southeast,SP,lucianópolis,199.97,2
Northeast,BA,tabocas do brejo velho,199.95999999999998,3
Southeast,ES,aguia branca,199.94,2
Northeast,BA,iramaia,199.37,2
Southeast,MG,são joão do manhuaçu,199.26,2
Southeast,SP,aparecida de monte alto,199.26,1
Southeast,MG,capitão andrade,199.0,1
Northeast,PB,curral de cima,199.0,1
Southeast,ES,pancas,198.9,1
Northeast,CE,várzea alegre,198.65,2
Northeast,PI,bocaina,198.62,1
Northeast,PB,triunfo,198.57,1
Southeast,SP,emilianópolis,198.49,2
Southeast,MG,carlos chagas,198.46,3
South,PR,lindoeste,198.25,2
South,RS,capivari do sul,197.95,1
Northeast,BA,ichu,197.92000000000002,2
Southeast,MG,pequi,197.5,1
Central-West,GO,apore,197.38,1
Southeast,MG,claraval,197.04,1
South,PR,jaboti,196.95999999999998,2
South,SC,jaguaruna,196.89,2
Southeast,MG,sao goncalo do rio das pedras,196.5,1
Northeast,RN,jose da penha,196.43,1
Southeast,MG,desembargador otoni,196.02,1
Central-West,GO,campinaçu,195.91,1
Southeast,SP,porangaba,195.63,2
Northeast,BA,ilheus,195.39,2
Central-West,GO,jesupolis,195.34,2
North,TO,parana,195.25,2
Northeast,BA,maragogipe,195.04000000000002,2
Southeast,ES,santo antonio do canaa,194.88,1
Northeast,BA,barra,194.83999999999997,2
Northeast,PB,areial,194.82,1
Northeast,RN,governador dix-sept rosado,194.82,1
South,SC,ipira,194.73999999999998,2
Southeast,RJ,purilandia,194.48000000000002,1
Northeast,RN,lagoa d'anta,194.34,1
South,RS,são vendelino,194.28,2
South,PR,sapopema,193.31,2
Northeast,PI,pimenteiras,193.21,2
Northeast,BA,itagimirim,193.06,1
Northeast,PB,caldas brandao,192.32,1
South,RS,fazenda vilanova,192.21,2
Central-West,GO,rianápolis,191.99,1
South,RS,vila langaro,191.91,3
South,PR,roncador,191.73000000000002,2
Southeast,MG,felício dos santos,191.58,1
South,RS,coxilha,191.5,2
Northeast,PI,sao lourenco do piaui,191.11,1
Northeast,PI,campo grande do piauí,190.88,1
Northeast,RN,severiano melo,190.82999999999998,1
Northeast,PE,capoeiras,190.53,1
Northeast,AL,taquarana,190.43,1
Southeast,MG,nazareno,190.26,2
Southeast,MG,orizânia,190.08999999999997,1
South,PR,jardim olinda,189.84,1
Central-West,MT,castanheira,189.39,3
Southeast,SP,marinopolis,188.98000000000002,2
Northeast,BA,itaparica,188.36,1
Southeast,MG,ipuiúna,188.34,1
North,RO,presidente medici,188.32999999999998,2
Northeast,BA,nova fatima,188.29000000000002,1
Northeast,BA,correntina,188.10999999999999,2
Southeast,RJ,visconde de maua,188.05,3
Central-West,GO,sao joao da parauna,187.84,1
Northeast,BA,cravolandia,187.83,1
Northeast,PB,cubati,187.59,2
Southeast,MG,capim branco,187.17,2
North,PA,floresta do araguaia,186.79000000000002,1
Southeast,MG,silvianopolis,186.76000000000002,3
South,PR,luiziana,186.57,2
Northeast,PE,chã grande,186.48999999999998,1
Northeast,PE,santa filomena,186.4,1
Southeast,SP,euclides da cunha paulista,186.39,2
Northeast,MA,jatoba,186.36,1
South,SC,arroio trinta,185.84,1
Northeast,BA,oliveira dos brejinhos,185.84,2
Southeast,MG,sao joao da serra negra,185.7,2
Northeast,BA,brotas de macaúbas,185.62,1
Central-West,GO,cachoeira dourada,185.02,2
Northeast,PI,pio ix,184.84,1
Central-West,GO,urutai,184.79,3
South,RS,miraguaí,183.29,1
Southeast,MG,são josé do divino,182.84,1
Northeast,CE,massape,182.79,2
South,RS,putinga,182.56,2
South,PR,pranchita,182.35999999999999,1
South,SC,sao domingos,182.17999999999998,2
Northeast,PI,conceicao do caninde,181.81,1
Southeast,MG,sao geraldo da piedade,181.76000000000002,1
Southeast,MG,paiva,181.74,2
Northeast,BA,itapicuru,181.54,2
South,RS,victor graeff,181.25,2
Northeast,BA,itubera,181.22,3
Southeast,MG,ibertioga,181.21,1
Central-West,MS,tres lagoas,181.03,2
North,PA,mojuí dos campos,180.87,2
Northeast,PI,caldeirão grande do piauí,180.76,1
Northeast,PB,lagoa,180.76,1
North,TO,colmeia,180.69,2
South,PR,amapora,180.65,2
Southeast,MG,carrancas,180.62,3
Southeast,MG,senador firmino,180.44,2
South,SC,caibi,180.41000000000003,3
Central-West,GO,aruana,180.31,2
South,RS,santa bárbara do sul,180.09,2
South,PR,boa esperança,179.77,1
Northeast,CE,chaval,179.45,1
Southeast,MG,mendonca,179.35,1
Southeast,SP,itirapina,179.21,2
Central-West,GO,mimoso de goias,179.12,1
South,PR,quinta do sol,178.66000000000003,3
Northeast,PB,alagoa grande,178.52,1
Northeast,CE,groairas,178.5,1
Southeast,MG,santa fé de minas,178.27,1
South,PR,marilândia do sul,178.27,1
South,PR,rio verde,178.27,1
Southeast,MG,santo antonio dos campos,177.99,1
Northeast,RN,riacho da cruz,177.34,1
South,SC,romelândia,176.87,1
Northeast,BA,candeal,176.65,1
Southeast,MG,rio espera,176.45000000000002,1
Southeast,ES,iuna,176.26999999999998,2
Northeast,CE,madalena,176.24,1
Central-West,GO,aurilandia,176.2,1
Central-West,GO,nova crixas,176.18,1
Southeast,MG,turvolândia,176.09,2
South,PR,santa amélia,175.87,1
South,RS,ivora,175.79000000000002,1
Central-West,MT,salto do céu,175.61,2
South,RS,lagoao,175.42999999999998,1
Southeast,MG,simao pereira,175.41,1
Northeast,PB,conceição,175.24,2
Southeast,MG,machacalis,175.17,2
Southeast,ES,jacigua,175.11,2
North,TO,lajeado,175.1,1
Northeast,PI,ilha grande,174.68,1
North,TO,pindorama do tocantins,174.18,2
South,PR,mariopolis,173.95000000000002,1
Northeast,PE,quixada,173.89000000000001,1
South,PR,ibema,173.89000000000001,1
Northeast,PI,alegrete do piaui,173.88,1
Northeast,BA,presidente janio quadros,173.88,1
Northeast,PI,sao jose do piaui,173.88,1
Northeast,PI,itaueira,173.62,2
Southeast,MG,coracao de jesus,173.38,3
Central-West,GO,sao patricio,172.95999999999998,1
Northeast,BA,dom basilio,172.70999999999998,3
Central-West,MT,poxoreu,172.59,2
North,TO,aparecida do rio negro,172.57999999999998,1
Southeast,SP,lupercio,172.11,3
North,RR,bonfim,171.69,1
South,PR,são jorge d'oeste,171.55,2
Northeast,BA,pindai,171.54,2
Southeast,RJ,tres irmaos,171.20000000000002,1
Southeast,SP,caiuá,170.99,2
Central-West,MS,tacuru,170.71,1
Northeast,RN,sitio novo,170.14000000000001,1
Northeast,PE,são domingos,170.01,1
Northeast,PB,inga,169.99,1
Northeast,BA,saude,169.98000000000002,2
Southeast,MG,senhora de oliveira,169.94,2
Northeast,PB,remígio,169.92000000000002,1
Northeast,CE,guassussê,169.92000000000002,1
Central-West,GO,simolândia,169.73,2
South,RS,seberi,169.67000000000002,2
Southeast,MG,careacu,169.58999999999997,2
Southeast,SP,santa maria da serra,169.42000000000002,2
Northeast,BA,heliopolis,169.28,1
Southeast,SP,alfredo marcondes,169.23,1
Southeast,MG,andrelândia,169.07,3
